sentiment,text,clean_text
neutral,Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,pohjola will act as the manager of the issue and the bond will be listed on nasdaq omx helsinki ltd
neutral,Ponsse will divide its sales and maintenance service network into six geographical areas .,ponsse will divide its sales and maintenance service network into six geographical areas
neutral,"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",poyry plccompany announcement  december  at  pm pursuant to poyry plc s stock option program     new shares of the company have been subscribed since  october  with stock options b
neutral,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",presentation materials will be posted on the company s website  wwwseahawkdrillingcom in the  investor relations  section  on the  webcast  presentations  tab
neutral,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",previously  grimaldi held a  pct stake in the finnish company following the takeover bid launched in november
neutral,"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",price talk is in the midmarket swaps plus  bps area and the leads are barclays  bnpp  ubs and cba
neutral,"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",prior to the transaction  whose financial terms have not been disclosed  alma media owned   of kotikokki net
neutral,"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",production facilities  july   finnish investment group neomarkka oyj  hel  nembv  said today that it will buy the former production facilities of kuitu finland ltd  as part of negotiations on the option to invest in specialty cellulose fiber business
neutral,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",products include consumer electronics devices such as mobile phones and their accessories  settop boxes  flat panel tvs as well as system solutions products such as infrastructure systems  modules and other industrial segment products
neutral,"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",proha plc  euronext   announced today   may  that its fullyowned subsidiary  safran software solutions as  has agreed to sell its   share of safran north america llc to a sna holding as  an investment group based in norway
neutral,"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",proha plc  euronext   announced today   may  that its fullyowned subsidiary  safran software solutions as  has agreed to sell its   share of safran north america llc to a sna holding as  an investment group based in norway
neutral,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",proline plus is available in both adjustable single and multichannel models and fixed volume singlechannel models  in volume ranges from  micro litres to  ml
neutral,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",protalix closed at   on friday on the american stock exchange  giving a market cap of   million
neutral,Protalix is developing genetically engineered proteins from plant cells .,protalix is developing genetically engineered proteins from plant cells
neutral,"Purchase it for the 12MP snapper , if nothing else .",purchase it for the mp snapper  if nothing else
neutral,R&D Loan ) .,rd loan
neutral,Radiation and today is a full service house expert in radiation and nuclear safety issues .,radiation and today is a full service house expert in radiation and nuclear safety issues
neutral,Raisio is the site of the main production plants as well as company headquarters .,raisio is the site of the main production plants as well as company headquarters
